7105	0	0	0	0	0	0	0	0	0	0
64102	0	0	0	0	0	1	0	0	0	0
8813	0	0	0	0	0	0	0	0	0	0
57147	0	0	0	0	0	0	0	0	0	0
55732	0	0	0	0	0	0	0	0	0	0
2268	0	0	0	0	0	1	0	1	1	0
3075	1	1	0	0	0	1	1	1	1	0
2519	0	0	0	0	0	0	0	0	0	0
2729	0	0	0	0	0	1	0	0	0	0
4800	0	0	0	0	0	0	0	0	0	0
90529	0	0	0	0	0	0	0	0	0	0
57185	0	0	0	0	0	0	0	0	0	0
81887	0	0	0	0	0	0	0	0	0	0
22875	0	0	0	0	0	0	0	0	0	0
6405	0	0	0	0	0	0	0	0	0	0
1080	0	0	0	0	0	1	0	0	0	1
54467	0	0	0	0	0	0	0	0	0	0
1595	0	0	0	0	0	0	0	0	0	0
889	0	0	0	0	0	0	0	0	0	0
5893	0	0	0	0	0	0	0	0	0	0
572	0	0	0	0	0	0	0	0	0	0
51056	0	0	0	0	0	0	0	0	0	0
4267	1	1	0	0	0	0	0	0	0	0
9957	0	0	1	0	0	0	0	0	1	0
26	1	1	0	0	0	1	0	1	0	0
51384	0	0	0	0	0	0	0	0	0	0
23072	1	1	0	1	0	0	1	1	0	0
8379	0	0	0	0	0	0	0	0	0	0
3927	0	0	0	0	0	0	0	0	0	0
29916	0	0	0	0	0	0	0	0	0	0
55365	0	0	0	0	0	1	0	0	0	0
4074	0	0	0	0	0	0	0	0	0	0
90293	0	0	0	0	0	1	0	1	0	0
56603	0	0	0	0	0	0	0	0	0	0
3382	0	0	0	0	0	0	0	0	0	0
79007	0	0	0	0	0	1	0	0	0	0
57679	0	0	0	0	0	0	0	0	0	0
843	0	0	0	0	0	0	0	0	0	0
8837	0	0	0	0	0	0	0	0	0	0
7035	0	0	0	0	0	0	0	1	0	0
55471	0	0	0	0	0	0	0	0	0	0
10181	0	0	0	0	0	0	0	0	0	0
9108	0	0	0	0	0	0	0	0	0	0
6542	0	0	0	0	0	1	0	0	0	0
381	0	0	0	0	0	0	0	0	0	0
23098	0	0	0	0	0	0	0	0	0	0
26073	0	0	0	0	0	0	0	0	0	0
23129	0	0	0	0	0	0	0	1	0	0
204	0	0	0	0	0	0	0	0	0	0
952	0	0	0	0	0	1	1	1	0	0
2288	0	0	0	0	0	0	0	0	0	0
23028	0	0	0	0	0	0	0	0	0	0
10180	0	0	0	0	0	0	0	0	0	0
84254	0	0	0	0	0	0	0	0	0	0
5965	0	0	0	0	0	0	0	0	0	0
55610	0	0	0	0	0	0	0	0	0	0
126393	1	1	0	0	0	1	0	1	1	0
115703	0	0	0	0	0	0	1	0	0	0
4706	0	0	0	0	0	0	0	0	0	0
5166	0	0	1	0	0	1	1	1	0	0
85413	0	0	0	0	0	0	0	0	0	0
51364	0	0	1	0	0	0	0	1	0	0
340273	1	1	1	0	1	0	0	0	0	0
170302	0	0	0	0	0	0	0	0	0	0
10165	0	0	0	0	0	0	0	0	0	0
7982	0	0	0	0	0	0	0	0	0	0
996	0	0	0	0	0	0	0	0	0	0
6521	0	0	0	0	0	0	0	0	0	0
799	0	0	0	0	0	0	0	0	0	0
3052	0	0	0	0	0	0	0	0	0	0
1856	0	0	0	0	0	0	0	0	0	0
64063	0	0	0	0	0	1	0	1	0	0
5976	0	0	0	0	0	0	0	0	0	0
8935	0	0	0	0	0	0	0	0	0	0
292	0	0	0	0	0	0	0	0	0	0
55013	0	0	0	0	0	0	0	1	0	0
3207	0	0	0	0	0	0	0	0	0	0
5439	0	0	0	0	0	0	0	0	0	0
56919	0	0	0	0	0	0	0	0	0	0
4222	0	0	0	0	0	0	1	1	1	0
221981	0	0	0	0	0	0	0	1	1	0
3980	0	0	0	0	0	0	0	0	0	0
79657	0	0	0	0	0	0	0	0	0	0
6296	0	0	0	0	0	0	0	1	0	0
81691	0	0	0	0	0	0	0	0	0	0
57019	0	0	0	0	0	0	0	0	0	0
56928	0	0	0	0	0	0	0	0	0	0
80256	0	0	0	0	0	0	0	0	0	0
51226	1	1	0	0	0	1	0	1	1	0
5577	0	0	0	0	0	1	1	1	1	0
10943	0	0	0	0	0	0	0	0	0	0
1387	0	0	0	0	0	0	0	0	0	0
9256	0	0	0	0	0	0	0	0	0	0
4353	0	0	0	0	0	0	0	0	0	0
5444	1	1	0	0	0	1	0	0	0	0
6936	0	0	0	0	0	0	0	0	0	0
84058	0	0	0	0	0	0	0	0	0	0
54677	0	0	0	0	0	0	0	0	0	0
5244	1	1	0	0	0	1	0	1	0	0
55904	0	0	0	0	0	0	0	0	0	0
57414	0	0	0	0	0	0	0	0	0	0
30812	0	0	0	0	0	0	0	0	0	0
25998	0	0	0	0	0	0	0	0	0	0
7748	0	0	0	0	0	0	0	0	0	0
23077	0	0	0	0	0	0	0	0	0	0
26224	0	0	0	0	0	0	0	0	0	0
3683	0	0	0	0	0	1	0	1	0	0
5164	0	0	0	0	0	0	0	0	0	0
3675	0	0	0	0	0	0	0	0	0	0
7543	0	0	0	0	0	0	0	0	0	0
3920	0	0	0	0	0	0	0	0	0	0
3674	1	1	0	0	0	0	0	1	0	0
51666	0	0	0	0	0	1	0	1	0	0
51573	0	0	0	0	0	0	0	0	0	0
55049	0	0	0	0	0	0	0	0	0	0
9244	1	1	0	1	0	1	0	0	0	1
114881	0	0	0	0	0	0	0	0	0	0
26022	0	0	0	0	0	0	0	0	0	0
51087	0	0	1	0	0	0	0	1	1	0
3883	0	0	0	0	0	0	0	0	0	0
9020	0	0	0	0	0	0	0	0	0	0
6833	0	0	1	0	0	0	0	0	1	0
10368	0	0	0	0	0	0	0	0	0	0
54972	0	0	0	0	0	0	0	0	0	1
163	0	0	0	0	0	0	0	0	0	0
6863	0	0	1	1	0	1	0	1	1	1
10127	0	0	0	0	0	0	0	0	0	0
6376	0	0	0	0	0	1	0	0	1	0
64847	0	0	0	0	0	0	0	0	0	0
8913	1	1	1	0	0	1	0	0	0	0
51330	0	0	0	0	0	0	0	1	0	0
1750	0	0	0	0	0	0	0	0	0	0
4293	0	0	0	0	0	0	0	0	0	0
5898	0	0	0	0	0	0	0	0	0	0
55971	0	0	0	0	0	0	0	0	0	0
80853	0	0	0	0	0	0	0	0	0	0
2115	0	0	0	0	0	1	0	0	1	0
55750	0	0	0	0	0	0	0	0	0	0
221	0	0	0	0	0	0	0	0	0	0
